symbol,weight,date,ttf_id,optimized_at
PRIM,0.099319816,9/30/22,244,56:02.8
FLR,0.098975018,9/30/22,244,56:02.8
AGX,0.098826291,9/30/22,244,56:02.8
GLDD,0.097365725,9/30/22,244,56:02.8
LUV,0.147599718,9/30/22,19,56:05.9
RYAAY,0.142870621,9/30/22,19,56:05.9
ALK,0.110262866,9/30/22,19,56:05.9
SAVE,0.106498723,9/30/22,19,56:05.9
SKYW,0.096694686,9/30/22,19,56:05.9
DAL,0.084249898,9/30/22,19,56:05.9
JBLU,0.071273683,9/30/22,19,56:05.9
HA,0.065219385,9/30/22,19,56:05.9
ULCC,0.061173343,9/30/22,19,56:05.9
UAL,0.059791503,9/30/22,19,56:05.9
AAL,0.054365575,9/30/22,19,56:05.9
AZN,0.269068909,9/30/22,140,56:08.9
PFE,0.237939539,9/30/22,140,56:08.9
JNJ,0.21876462,9/30/22,140,56:08.9
MRNA,0.101669889,9/30/22,140,56:08.9
BNTX,0.101383834,9/30/22,140,56:08.9
NVAX,0.071173209,9/30/22,140,56:08.9
FMC,0.172147878,9/30/22,16,56:12.0
CTVA,0.147551368,9/30/22,16,56:12.0
AGRO,0.139946693,9/30/22,16,56:12.0
AVD,0.138754699,9/30/22,16,56:12.0
UAN,0.089322811,9/30/22,16,56:12.0
NTR,0.088189822,9/30/22,16,56:12.0
MOS,0.084158616,9/30/22,16,56:12.0
CF,0.076236498,9/30/22,16,56:12.0
IPI,0.063691615,9/30/22,16,56:12.0
IBM,0.3,9/30/22,245,56:15.2
ORCL,0.191575741,9/30/22,245,56:15.2
SAP,0.177914487,9/30/22,245,56:15.2
ZEN,0.107606154,9/30/22,245,56:15.2
SPLK,0.085904104,9/30/22,245,56:15.2
AYX,0.082238607,9/30/22,245,56:15.2
DOMO,0.054760906,9/30/22,245,56:15.2
VRE,0.088104422,9/30/22,265,56:18.9
AIV,0.086183001,9/30/22,265,56:18.9
INVH,0.076071456,9/30/22,265,56:18.9
UMH,0.06676381,9/30/22,265,56:18.9
AMH,0.066028011,9/30/22,265,56:18.9
SUI,0.063420265,9/30/22,265,56:18.9
UDR,0.060647826,9/30/22,265,56:18.9
EQR,0.060176418,9/30/22,265,56:18.9
ESS,0.05994647,9/30/22,265,56:18.9
AIRC,0.05880561,9/30/22,265,56:18.9
ELS,0.058464499,9/30/22,265,56:18.9
NXRT,0.05709929,9/30/22,265,56:18.9
IRT,0.053167901,9/30/22,265,56:18.9
MAA,0.052969612,9/30/22,265,56:18.9
